Geographic Area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit of Measure
Asia,Weight-for-age <-2 SD (Underweight),Total,2006,24,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2007,23,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2008,22,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2009,22,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2010,21,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2011,20,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2012,20,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2013,19,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2014,18,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2015,18,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2016,17,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2017,17,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2018,16,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2019,16,Percent
Asia,Weight-for-age <-2 SD (Underweight),Total,2020,16,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1985,9,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1986,9,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1987,8,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1988,8,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1989,8,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1990,7,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1991,7,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1992,7,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1993,7,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1994,7,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1995,6,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1996,6,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1997,6,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1998,6,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,1999,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2000,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2001,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2002,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2003,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2005,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2007,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2009,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2010,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2014,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
Latin America and the Caribbean,Weight-for-age <-2 SD (Underweight),Total,2020,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,20,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,19,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,18,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,17,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,16,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,15,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,14,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,13,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,12,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,11,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,10,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,9,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,9,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,8,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,8,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,7,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,6,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,6,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,6,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,5,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,5,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,4,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,4,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,4,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,3,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,2,Percent
Eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,1,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1985,26,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1986,26,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1987,25,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1988,25,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1989,24,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1990,24,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1991,24,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1992,23,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1993,23,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1994,23,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1995,22,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1996,22,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1997,22,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1998,21,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,1999,21,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2000,21,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2001,20,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2002,20,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2003,20,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2004,19,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2005,19,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2006,19,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2007,18,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2008,18,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2009,18,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2010,18,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2011,17,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2012,17,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2013,17,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2014,16,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2015,16,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2016,16,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2017,16,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2018,15,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2019,15,Percent
Middle Africa,Weight-for-age <-2 SD (Underweight),Total,2020,15,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,54,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,53,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,52,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,51,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,51,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,50,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,49,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,48,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,47,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,46,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,45,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,45,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,44,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,43,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,42,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,41,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,40,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,40,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,39,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,38,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,37,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,36,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,35,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,35,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,34,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,33,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,32,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,32,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,31,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,30,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,29,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,29,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,28,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,27,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,27,Percent
Southern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,26,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1985,35,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1986,34,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1987,33,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1988,32,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1989,32,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1990,31,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1991,30,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1992,29,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1993,29,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1994,28,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1995,27,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1996,27,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1997,26,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1998,25,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,1999,25,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2000,24,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2001,23,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2002,23,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2003,22,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2004,22,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2005,21,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2006,20,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2007,20,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2008,19,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2009,19,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2010,18,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2011,18,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2012,17,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2013,17,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2014,16,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2015,16,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2016,15,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2017,15,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2018,15,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2019,14,Percent
South-eastern Asia,Weight-for-age <-2 SD (Underweight),Total,2020,14,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,1995,11,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,1996,10,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,1997,10,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,1998,9,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,1999,9,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2000,8,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2001,8,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2002,7,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2003,7,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2004,7,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2005,6,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2006,6,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2007,5,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2008,5,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2009,5,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2010,5,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2011,4,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2012,4,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2013,4,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2014,4,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2015,3,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2016,3,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2017,3,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2018,3,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2019,3,Percent
Central Asia,Weight-for-age <-2 SD (Underweight),Total,2020,2,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2015,0,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2016,0,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2017,0,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2018,0,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2019,0,Percent
Australia and New Zealand,Weight-for-age <-2 SD (Underweight),Total,2020,0,Percent
West and Central Africa,Height-for-age <-2 SD (stunting),Total,1985,47,Percent
